timestamp,cmd_vel_linear_x,cmd_vel_linear_y,cmd_vel_angular_z,odom_pos_x,odom_pos_y,odom_yaw
2025-05-21T00:35:26.709218,0.1,0.0,0.0,0.0,0.0,0.0
2025-05-21T00:35:26.809210,0.1,0.0,0.0,0.009999871253967285,0.0,0.0
2025-05-21T00:35:26.909214,0.1,0.0,0.0,0.02000296115875244,0.0,0.0
2025-05-21T00:35:27.009250,0.1,0.0,0.0,0.030002784729003907,0.0,0.0
2025-05-21T00:35:27.109246,0.1,0.0,0.0,0.039997673034667974,0.0,0.0
2025-05-21T00:35:27.209207,0.1,0.0,0.0,0.04999635219573975,0.0,0.0
2025-05-21T00:35:27.309199,0.1,0.0,0.0,0.060005736351013195,0.0,0.0
2025-05-21T00:35:27.409266,0.1,0.0,0.17010473323620515,0.07000803947448732,0.0,0.008520639879527003
2025-05-21T00:35:27.509273,0.1,0.0,0.12908817719621252,0.07999975784785945,0.00012760238995224935,0.023468932342018967
2025-05-21T00:35:27.609254,0.1,0.0,0.25319897182750417,0.0899911761468306,0.00039438199493717775,0.04256953154502918
2025-05-21T00:35:27.709212,0.1,0.0,-0.013504052862603026,0.099983392917773,0.0008834140167047056,0.05456670898020288
2025-05-21T00:35:27.809214,0.1,0.0,0.046091272547186285,0.10997732447241217,0.001425905001855542,0.05618888943787015
2025-05-21T00:35:27.909371,0.1,0.0,0.046091272547186285,0.11996092040147657,0.0019990043616927924,0.06079803427501406
2025-05-21T00:35:28.009254,0.1,0.0,0.1556274202721584,0.12993336938803143,0.0026175825718145205,0.07088603036053341
2025-05-21T00:35:28.109221,0.1,0.0,0.0657562681118792,0.1399290122730407,0.0033665129905308534,0.08198281812262874
2025-05-21T00:35:28.209212,0.1,0.0,0.31556648498120715,0.14989309247173813,0.004201722383246964,0.10110185439161556
2025-05-21T00:35:28.309210,0.1,0.0,0.1978964407296785,0.15981636487767262,0.005287436598470722,0.12673742294032264
2025-05-21T00:35:28.409232,0.1,0.0,0.1276641427494649,0.16971496364896374,0.006598445200172962,0.1429930215687385
2025-05-21T00:35:28.509188,0.1,0.0,-0.04046549794864611,0.17960824413819507,0.00805508151463859,0.147363051128794
2025-05-21T00:35:28.609272,0.1,0.0,0.11694853158882934,0.1895098430211325,0.009514621531565477,0.15114442197510503
2025-05-21T00:35:28.709244,0.1,0.0,-0.04710484317096325,0.19939630970956723,0.011049993400878701,0.15463947458618454
2025-05-21T00:35:28.809236,0.1,0.0,-0.07067876859865381,0.20927827677435631,0.012578517080124047,0.14874883807866454
2025-05-21T00:35:28.909248,0.1,0.0,0.006472636562065911,0.21918939497745704,0.014045819424937322,0.14554100768866188
